longitude,latitude,rank
92.0,89.0,2
92.0,90.0,2
93.0,10.0,1
93.0,23.0,1
93.0,29.0,1
93.0,30.0,1
93.0,64.0,2
93.0,65.0,2
93.0,72.0,2
93.0,73.0,2
93.0,80.0,2
93.0,81.0,2
93.0,84.0,2
93.0,85.0,2
93.0,87.0,2
93.0,88.0,2
93.0,89.0,2
93.0,90.0,2
94.0,8.0,1
94.0,20.0,1
94.0,25.0,1
94.0,32.0,1
94.0,33.0,1
94.0,56.0,2
94.0,57.0,2
94.0,58.0,2
94.0,65.0,2
94.0,84.0,2
94.0,85.0,2
94.0,87.0,2
94.0,88.0,2
94.0,89.0,2
94.0,90.0,2
95.0,21.0,1
95.0,22.0,1
95.0,23.0,1
95.0,27.0,1
95.0,29.0,1
95.0,31.0,1
95.0,47.0,1
95.0,81.0,2
95.0,83.0,2
95.0,84.0,2
95.0,85.0,2
95.0,87.0,2
95.0,88.0,2
95.0,89.0,2
95.0,90.0,2
96.0,20.0,1
96.0,37.0,1
96.0,62.0,2
96.0,72.0,2
96.0,83.0,2
96.0,85.0,2
96.0,88.0,2
96.0,89.0,2
96.0,90.0,2
97.0,18.0,1
97.0,20.0,1
97.0,21.0,1
97.0,23.0,1
97.0,37.0,1
97.0,61.0,2
97.0,69.0,2
97.0,71.0,2
97.0,72.0,2
97.0,85.0,2
97.0,86.0,2
97.0,87.0,2
97.0,88.0,2
97.0,89.0,2
97.0,90.0,2
98.0,-55.0,2
98.0,16.0,1
98.0,18.0,1
98.0,19.0,1
98.0,20.0,1
98.0,22.0,1
98.0,61.0,2
98.0,85.0,2
98.0,87.0,2
98.0,88.0,2
98.0,89.0,2
98.0,90.0,2
99.0,-50.0,1
99.0,18.0,1
99.0,19.0,1
99.0,24.0,1
99.0,58.0,2
99.0,61.0,2
99.0,62.0,2
99.0,72.0,2
99.0,80.0,2
99.0,85.0,2
99.0,87.0,2
99.0,88.0,2
99.0,89.0,2
99.0,90.0,2
100.0,19.0,1
100.0,27.0,1
100.0,65.0,2
100.0,69.0,2
100.0,74.0,2
100.0,80.0,2
100.0,87.0,2
100.0,88.0,2
100.0,89.0,2
100.0,90.0,2
101.0,-79.0,2
101.0,18.0,1
101.0,19.0,1
101.0,20.0,1
101.0,21.0,1
101.0,32.0,1
101.0,61.0,2
101.0,62.0,2
101.0,73.0,2
101.0,74.0,2
101.0,79.0,2
101.0,86.0,2
101.0,87.0,2
101.0,88.0,2
101.0,89.0,2
101.0,90.0,2
102.0,-57.0,2
102.0,18.0,1
102.0,21.0,1
102.0,23.0,1
102.0,34.0,1
102.0,57.0,2
102.0,63.0,2
102.0,67.0,2
102.0,74.0,2
102.0,77.0,2
102.0,80.0,2
102.0,85.0,2
102.0,86.0,2
102.0,87.0,2
102.0,89.0,2
102.0,90.0,2
103.0,19.0,1
103.0,23.0,1
103.0,29.0,1
103.0,42.0,1
103.0,69.0,2
103.0,73.0,2
103.0,75.0,2
103.0,79.0,2
103.0,81.0,2
103.0,85.0,2
103.0,86.0,2
103.0,87.0,2
103.0,89.0,2
103.0,90.0,2
104.0,-33.0,1
104.0,24.0,1
104.0,29.0,1
104.0,44.0,1
104.0,46.0,1
104.0,48.0,1
104.0,49.0,1
104.0,50.0,1
104.0,64.0,2
104.0,69.0,2
104.0,71.0,2
104.0,73.0,2
104.0,74.0,2
104.0,75.0,2
104.0,77.0,2
104.0,79.0,2
104.0,83.0,2
104.0,85.0,2
104.0,86.0,2
104.0,87.0,2
104.0,89.0,2
104.0,90.0,2
105.0,20.0,1
105.0,26.0,1
105.0,27.0,1
105.0,44.0,1
105.0,45.0,1
105.0,47.0,1
105.0,48.0,1
105.0,49.0,1
105.0,50.0,1
105.0,51.0,1
105.0,58.0,2
105.0,60.0,2
105.0,64.0,2
105.0,65.0,2
105.0,73.0,2
105.0,74.0,2
105.0,86.0,2
105.0,87.0,2
105.0,89.0,2
105.0,90.0,2
106.0,-34.0,1
106.0,-30.0,1
106.0,-4.0,1
106.0,2.0,1
106.0,3.0,1
106.0,37.0,1
106.0,38.0,1
106.0,44.0,1
106.0,50.0,1
106.0,51.0,1
106.0,53.0,1
106.0,68.0,2
106.0,70.0,2
106.0,73.0,2
106.0,79.0,2
106.0,81.0,2
106.0,85.0,2
106.0,86.0,2
106.0,88.0,2
106.0,89.0,2
106.0,90.0,2
107.0,19.0,1
107.0,20.0,1
107.0,39.0,1
107.0,41.0,1
107.0,42.0,1
107.0,45.0,1
107.0,48.0,1
107.0,50.0,1
107.0,56.0,2
107.0,57.0,2
107.0,58.0,2
107.0,64.0,2
107.0,68.0,2
107.0,72.0,2
107.0,74.0,2
107.0,75.0,2
107.0,76.0,2
107.0,77.0,2
107.0,86.0,2
107.0,87.0,2
107.0,88.0,2
107.0,89.0,2
107.0,90.0,2
108.0,19.0,1
108.0,35.0,1
108.0,36.0,1
108.0,37.0,1
108.0,38.0,1
108.0,41.0,1
108.0,43.0,1
108.0,44.0,1
108.0,46.0,1
108.0,48.0,1
108.0,49.0,1
108.0,50.0,1
108.0,51.0,1
108.0,54.0,1
108.0,58.0,2
108.0,59.0,2
108.0,60.0,2
108.0,61.0,2
108.0,62.0,2
108.0,65.0,2
108.0,68.0,2
108.0,73.0,2
108.0,81.0,2
108.0,85.0,2
108.0,86.0,2
108.0,88.0,2
108.0,89.0,2
108.0,90.0,2
109.0,36.0,1
109.0,37.0,1
109.0,41.0,1
109.0,43.0,1
109.0,48.0,1
109.0,49.0,1
109.0,50.0,1
109.0,51.0,1
109.0,60.0,2
109.0,61.0,2
109.0,65.0,2
109.0,73.0,2
109.0,75.0,2
109.0,76.0,2
109.0,80.0,2
109.0,81.0,2
109.0,88.0,2
109.0,89.0,2
109.0,90.0,2
110.0,-33.0,1
110.0,18.0,1
110.0,31.0,1
110.0,32.0,1
110.0,33.0,1
110.0,35.0,1
110.0,36.0,1
110.0,37.0,1
110.0,38.0,1
110.0,40.0,1
110.0,41.0,1
110.0,43.0,1
110.0,47.0,1
110.0,48.0,1
110.0,49.0,1
110.0,51.0,1
110.0,66.0,2
110.0,69.0,2
110.0,74.0,2
110.0,76.0,2
110.0,79.0,2
110.0,81.0,2
110.0,88.0,2
110.0,89.0,2
110.0,90.0,2
111.0,19.0,1
111.0,23.0,1
111.0,24.0,1
111.0,30.0,1
111.0,31.0,1
111.0,32.0,1
111.0,33.0,1
111.0,34.0,1
111.0,37.0,1
111.0,38.0,1
111.0,40.0,1
111.0,41.0,1
111.0,42.0,1
111.0,43.0,1
111.0,48.0,1
111.0,49.0,1
111.0,50.0,1
111.0,51.0,1
111.0,68.0,2
111.0,69.0,2
111.0,70.0,2
111.0,71.0,2
111.0,74.0,2
111.0,76.0,2
111.0,80.0,2
111.0,88.0,2
111.0,89.0,2
111.0,90.0,2
112.0,19.0,1
112.0,30.0,1
112.0,31.0,1
112.0,32.0,1
112.0,33.0,1
112.0,34.0,1
112.0,35.0,1
112.0,36.0,1
112.0,37.0,1
112.0,38.0,1
112.0,40.0,1
112.0,41.0,1
112.0,43.0,1
112.0,44.0,1
112.0,47.0,1
112.0,48.0,1
112.0,51.0,1
112.0,59.0,2
112.0,64.0,2
112.0,65.0,2
112.0,69.0,2
112.0,74.0,2
112.0,78.0,2
112.0,79.0,2
112.0,81.0,2
112.0,88.0,2
112.0,89.0,2
112.0,90.0,2
113.0,31.0,1
113.0,32.0,1
113.0,33.0,1
113.0,34.0,1
113.0,35.0,1
113.0,36.0,1
113.0,38.0,1
113.0,39.0,1
113.0,40.0,1
113.0,41.0,1
113.0,42.0,1
113.0,43.0,1
113.0,45.0,1
113.0,46.0,1
113.0,47.0,1
113.0,48.0,1
113.0,49.0,1
113.0,50.0,1
113.0,51.0,1
113.0,63.0,2
113.0,64.0,2
113.0,77.0,2
113.0,86.0,2
113.0,89.0,2
113.0,90.0,2
114.0,31.0,1
114.0,32.0,1
114.0,33.0,1
114.0,34.0,1
114.0,35.0,1
114.0,37.0,1
114.0,38.0,1
114.0,39.0,1
114.0,44.0,1
114.0,45.0,1
114.0,46.0,1
114.0,47.0,1
114.0,49.0,1
114.0,50.0,1
114.0,51.0,1
114.0,60.0,2
114.0,64.0,2
114.0,65.0,2
114.0,66.0,2
114.0,70.0,2
114.0,72.0,2
114.0,75.0,2
114.0,82.0,2
114.0,84.0,2
114.0,89.0,2
114.0,90.0,2
115.0,-39.0,1
115.0,-38.0,1
115.0,18.0,1
115.0,21.0,1
115.0,24.0,1
115.0,31.0,1
115.0,32.0,1
115.0,33.0,1
115.0,34.0,1
115.0,35.0,1
115.0,36.0,1
115.0,37.0,1
115.0,38.0,1
115.0,39.0,1
115.0,40.0,1
115.0,41.0,1
115.0,45.0,1
115.0,49.0,1
115.0,50.0,1
115.0,51.0,1
115.0,55.0,2
115.0,74.0,2
115.0,82.0,2
115.0,84.0,2
115.0,89.0,2
115.0,90.0,2
116.0,-76.0,2
116.0,28.0,1
116.0,30.0,1
116.0,31.0,1
116.0,32.0,1
116.0,33.0,1
116.0,34.0,1
116.0,35.0,1
116.0,36.0,1
116.0,37.0,1
116.0,41.0,1
116.0,45.0,1
116.0,48.0,1
116.0,49.0,1
116.0,50.0,1
116.0,51.0,1
116.0,52.0,1
116.0,53.0,1
116.0,61.0,2
116.0,73.0,2
116.0,75.0,2
116.0,82.0,2
116.0,84.0,2
116.0,88.0,2
116.0,89.0,2
116.0,90.0,2
117.0,-76.0,2
117.0,27.0,1
117.0,30.0,1
117.0,31.0,1
117.0,32.0,1
117.0,33.0,1
117.0,34.0,1
117.0,35.0,1
117.0,37.0,1
117.0,38.0,1
117.0,41.0,1
117.0,45.0,1
117.0,46.0,1
117.0,49.0,1
117.0,50.0,1
117.0,57.0,2
117.0,68.0,2
117.0,71.0,2
117.0,73.0,2
117.0,74.0,2
117.0,75.0,2
117.0,76.0,2
117.0,83.0,2
117.0,88.0,2
117.0,89.0,2
117.0,90.0,2
118.0,-41.0,1
118.0,-4.0,1
118.0,19.0,1
118.0,23.0,1
118.0,30.0,1
118.0,31.0,1
118.0,32.0,1
118.0,33.0,1
118.0,34.0,1
118.0,35.0,1
118.0,37.0,1
118.0,38.0,1
118.0,39.0,1
118.0,40.0,1
118.0,46.0,1
118.0,47.0,1
118.0,58.0,2
118.0,61.0,2
118.0,66.0,2
118.0,69.0,2
118.0,71.0,2
118.0,74.0,2
118.0,76.0,2
118.0,82.0,2
118.0,83.0,2
118.0,84.0,2
118.0,86.0,2
118.0,88.0,2
118.0,89.0,2
118.0,90.0,2
119.0,-37.0,1
119.0,17.0,1
119.0,19.0,1
119.0,30.0,1
119.0,31.0,1
119.0,34.0,1
119.0,36.0,1
119.0,37.0,1
119.0,38.0,1
119.0,39.0,1
119.0,41.0,1
119.0,44.0,1
119.0,45.0,1
119.0,46.0,1
119.0,47.0,1
119.0,50.0,1
119.0,53.0,1
119.0,56.0,2
119.0,65.0,2
119.0,66.0,2
119.0,70.0,2
119.0,73.0,2
119.0,74.0,2
119.0,75.0,2
119.0,78.0,2
119.0,79.0,2
119.0,81.0,2
119.0,82.0,2
119.0,83.0,2
119.0,84.0,2
119.0,86.0,2
119.0,88.0,2
119.0,89.0,2
119.0,90.0,2
120.0,-76.0,2
120.0,-46.0,1
120.0,22.0,1
120.0,30.0,1
120.0,31.0,1
120.0,32.0,1
120.0,34.0,1
120.0,35.0,1
120.0,36.0,1
120.0,38.0,1
120.0,41.0,1
120.0,44.0,1
120.0,47.0,1
120.0,61.0,2
120.0,66.0,2
120.0,73.0,2
120.0,75.0,2
120.0,82.0,2
120.0,83.0,2
120.0,87.0,2
120.0,88.0,2
120.0,89.0,2
120.0,90.0,2
121.0,-70.0,2
121.0,-69.0,2
121.0,18.0,1
121.0,28.0,1
121.0,29.0,1
121.0,30.0,1
121.0,31.0,1
121.0,32.0,1
121.0,33.0,1
121.0,34.0,1
121.0,47.0,1
121.0,59.0,2
121.0,71.0,2
121.0,76.0,2
121.0,78.0,2
121.0,82.0,2
121.0,83.0,2
121.0,86.0,2
121.0,87.0,2
121.0,88.0,2
121.0,89.0,2
121.0,90.0,2
122.0,-76.0,2
122.0,-37.0,1
122.0,-36.0,1
122.0,15.0,1
122.0,18.0,1
122.0,28.0,1
122.0,29.0,1
122.0,30.0,1
122.0,31.0,1
122.0,33.0,1
122.0,36.0,1
122.0,37.0,1
122.0,45.0,1
122.0,48.0,1
122.0,49.0,1
122.0,70.0,2
122.0,71.0,2
122.0,73.0,2
122.0,75.0,2
122.0,78.0,2
122.0,82.0,2
122.0,83.0,2
122.0,86.0,2
122.0,88.0,2
122.0,89.0,2
122.0,90.0,2
123.0,-44.0,1
123.0,14.0,1
123.0,15.0,1
123.0,16.0,1
123.0,27.0,1
123.0,28.0,1
123.0,29.0,1
123.0,30.0,1
123.0,31.0,1
123.0,32.0,1
123.0,33.0,1
123.0,37.0,1
123.0,38.0,1
123.0,39.0,1
123.0,40.0,1
123.0,42.0,1
123.0,53.0,1
123.0,58.0,2
123.0,59.0,2
123.0,60.0,2
123.0,62.0,2
123.0,68.0,2
123.0,69.0,2
123.0,70.0,2
123.0,73.0,2
123.0,76.0,2
123.0,79.0,2
123.0,82.0,2
123.0,83.0,2
123.0,86.0,2
123.0,87.0,2
123.0,88.0,2
123.0,89.0,2
123.0,90.0,2
124.0,18.0,1
124.0,22.0,1
124.0,27.0,1
124.0,28.0,1
124.0,29.0,1
124.0,30.0,1
124.0,32.0,1
124.0,34.0,1
124.0,40.0,1
124.0,58.0,2
124.0,61.0,2
124.0,63.0,2
124.0,65.0,2
124.0,66.0,2
124.0,70.0,2
124.0,72.0,2
124.0,73.0,2
124.0,76.0,2
124.0,78.0,2
124.0,79.0,2
124.0,82.0,2
124.0,83.0,2
124.0,87.0,2
124.0,88.0,2
124.0,89.0,2
124.0,90.0,2
125.0,14.0,1
125.0,15.0,1
125.0,16.0,1
125.0,17.0,1
125.0,19.0,1
125.0,22.0,1
125.0,26.0,1
125.0,27.0,1
125.0,29.0,1
125.0,30.0,1
125.0,31.0,1
125.0,33.0,1
125.0,34.0,1
125.0,45.0,1
125.0,57.0,2
125.0,62.0,2
125.0,73.0,2
125.0,74.0,2
125.0,77.0,2
125.0,78.0,2
125.0,79.0,2
125.0,83.0,2
125.0,87.0,2
125.0,88.0,2
125.0,89.0,2
125.0,90.0,2
126.0,14.0,1
126.0,15.0,1
126.0,17.0,1
126.0,18.0,1
126.0,19.0,1
126.0,20.0,1
126.0,25.0,1
126.0,26.0,1
126.0,27.0,1
126.0,28.0,1
126.0,29.0,1
126.0,30.0,1
126.0,32.0,1
126.0,33.0,1
126.0,36.0,1
126.0,38.0,1
126.0,41.0,1
126.0,60.0,2
126.0,63.0,2
126.0,64.0,2
126.0,66.0,2
126.0,72.0,2
126.0,73.0,2
126.0,74.0,2
126.0,75.0,2
126.0,76.0,2
126.0,78.0,2
126.0,83.0,2
126.0,84.0,2
126.0,86.0,2
126.0,87.0,2
126.0,88.0,2
126.0,89.0,2
126.0,90.0,2
127.0,13.0,1
127.0,14.0,1
127.0,16.0,1
127.0,17.0,1
127.0,18.0,1
127.0,19.0,1
127.0,20.0,1
127.0,24.0,1
127.0,26.0,1
127.0,27.0,1
127.0,28.0,1
127.0,36.0,1
127.0,37.0,1
127.0,39.0,1
127.0,41.0,1
127.0,42.0,1
127.0,46.0,1
127.0,58.0,2
127.0,59.0,2
127.0,71.0,2
127.0,73.0,2
127.0,74.0,2
127.0,75.0,2
127.0,77.0,2
127.0,78.0,2
127.0,82.0,2
127.0,83.0,2
127.0,88.0,2
127.0,89.0,2
127.0,90.0,2
128.0,13.0,1
128.0,14.0,1
128.0,15.0,1
128.0,16.0,1
128.0,20.0,1
128.0,23.0,1
128.0,25.0,1
128.0,26.0,1
128.0,27.0,1
128.0,28.0,1
128.0,31.0,1
128.0,32.0,1
128.0,33.0,1
128.0,34.0,1
128.0,37.0,1
128.0,38.0,1
128.0,39.0,1
128.0,51.0,1
128.0,62.0,2
128.0,68.0,2
128.0,69.0,2
128.0,71.0,2
128.0,76.0,2
128.0,78.0,2
128.0,83.0,2
128.0,84.0,2
128.0,88.0,2
128.0,89.0,2
128.0,90.0,2
129.0,14.0,1
129.0,15.0,1
129.0,16.0,1
129.0,20.0,1
129.0,23.0,1
129.0,25.0,1
129.0,26.0,1
129.0,27.0,1
129.0,28.0,1
129.0,30.0,1
129.0,31.0,1
129.0,32.0,1
129.0,36.0,1
129.0,37.0,1
129.0,38.0,1
129.0,39.0,1
129.0,62.0,2
129.0,66.0,2
129.0,73.0,2
129.0,78.0,2
129.0,83.0,2
129.0,87.0,2
129.0,88.0,2
129.0,89.0,2
129.0,90.0,2
130.0,9.0,1
130.0,12.0,1
130.0,14.0,1
130.0,15.0,1
130.0,16.0,1
130.0,20.0,1
130.0,24.0,1
130.0,26.0,1
130.0,27.0,1
130.0,29.0,1
130.0,30.0,1
130.0,33.0,1
130.0,35.0,1
130.0,36.0,1
130.0,37.0,1
130.0,45.0,1
130.0,59.0,2
130.0,68.0,2
130.0,69.0,2
130.0,72.0,2
130.0,76.0,2
130.0,78.0,2
130.0,83.0,2
130.0,86.0,2
130.0,87.0,2
130.0,88.0,2
130.0,89.0,2
130.0,90.0,2
131.0,11.0,1
131.0,12.0,1
131.0,14.0,1
131.0,15.0,1
131.0,18.0,1
131.0,21.0,1
131.0,22.0,1
131.0,23.0,1
131.0,25.0,1
131.0,26.0,1
131.0,27.0,1
131.0,32.0,1
131.0,33.0,1
131.0,34.0,1
131.0,39.0,1
131.0,42.0,1
131.0,51.0,1
131.0,60.0,2
131.0,62.0,2
131.0,68.0,2
131.0,69.0,2
131.0,70.0,2
131.0,71.0,2
131.0,72.0,2
131.0,74.0,2
131.0,76.0,2
131.0,78.0,2
131.0,87.0,2
131.0,88.0,2
131.0,89.0,2
131.0,90.0,2
132.0,12.0,1
132.0,16.0,1
132.0,17.0,1
132.0,21.0,1
132.0,24.0,1
132.0,25.0,1
132.0,26.0,1
132.0,27.0,1
132.0,28.0,1
132.0,29.0,1
132.0,33.0,1
132.0,34.0,1
132.0,35.0,1
132.0,36.0,1
132.0,39.0,1
132.0,61.0,2
132.0,65.0,2
132.0,69.0,2
132.0,78.0,2
132.0,79.0,2
132.0,83.0,2
132.0,87.0,2
132.0,88.0,2
132.0,89.0,2
132.0,90.0,2
133.0,-61.0,2
133.0,9.0,1
133.0,12.0,1
133.0,13.0,1
133.0,14.0,1
133.0,21.0,1
133.0,32.0,1
133.0,34.0,1
133.0,35.0,1
133.0,37.0,1
133.0,51.0,1
133.0,63.0,2
133.0,69.0,2
133.0,70.0,2
133.0,71.0,2
133.0,74.0,2
133.0,83.0,2
133.0,88.0,2
133.0,89.0,2
133.0,90.0,2
134.0,7.0,1
134.0,13.0,1
134.0,28.0,1
134.0,30.0,1
134.0,31.0,1
134.0,78.0,2
134.0,83.0,2
134.0,88.0,2
134.0,89.0,2
134.0,90.0,2
135.0,-1.0,1
135.0,0.0,1
135.0,6.0,1
135.0,30.0,1
135.0,35.0,1
135.0,36.0,1
135.0,53.0,1
135.0,56.0,2
135.0,61.0,2
135.0,68.0,2
135.0,69.0,2
135.0,70.0,2
135.0,71.0,2
135.0,74.0,2
135.0,76.0,2
135.0,77.0,2
135.0,79.0,2
135.0,84.0,2
135.0,89.0,2
135.0,90.0,2
136.0,-1.0,1
136.0,0.0,1
136.0,4.0,1
136.0,11.0,1
136.0,33.0,1
136.0,38.0,1
136.0,48.0,1
136.0,56.0,2
136.0,70.0,2
136.0,71.0,2
136.0,74.0,2
136.0,76.0,2
136.0,79.0,2
136.0,88.0,2
136.0,89.0,2
136.0,90.0,2
137.0,3.0,1
137.0,34.0,1
137.0,36.0,1
137.0,46.0,1
137.0,48.0,1
137.0,64.0,2
137.0,65.0,2
137.0,70.0,2
137.0,72.0,2
137.0,75.0,2
137.0,77.0,2
137.0,78.0,2
137.0,86.0,2
137.0,87.0,2
137.0,88.0,2
137.0,89.0,2
137.0,90.0,2
138.0,-68.0,2
138.0,-62.0,2
138.0,0.0,1
138.0,2.0,1
138.0,3.0,1
138.0,5.0,1
138.0,6.0,1
138.0,34.0,1
138.0,35.0,1
138.0,36.0,1
138.0,57.0,2
138.0,59.0,2
138.0,62.0,2
138.0,65.0,2
138.0,67.0,2
138.0,70.0,2
138.0,71.0,2
138.0,73.0,2
138.0,74.0,2
138.0,75.0,2
138.0,77.0,2
138.0,79.0,2
138.0,83.0,2
138.0,87.0,2
138.0,88.0,2
138.0,89.0,2
138.0,90.0,2
139.0,-61.0,2
139.0,2.0,1
139.0,3.0,1
139.0,4.0,1
139.0,5.0,1
139.0,6.0,1
139.0,63.0,2
139.0,67.0,2
139.0,74.0,2
139.0,75.0,2
139.0,83.0,2
139.0,88.0,2
139.0,89.0,2
139.0,90.0,2
140.0,-67.0,2
140.0,-59.0,2
140.0,2.0,1
140.0,5.0,1
140.0,6.0,1
140.0,7.0,1
140.0,26.0,1
140.0,38.0,1
140.0,62.0,2
140.0,63.0,2
140.0,68.0,2
140.0,70.0,2
140.0,71.0,2
140.0,86.0,2
140.0,88.0,2
140.0,89.0,2
140.0,90.0,2
141.0,-1.0,1
141.0,4.0,1
141.0,5.0,1
141.0,13.0,1
141.0,66.0,2
141.0,69.0,2
141.0,70.0,2
141.0,73.0,2
141.0,77.0,2
141.0,79.0,2
141.0,84.0,2
141.0,86.0,2
141.0,87.0,2
141.0,88.0,2
141.0,89.0,2
141.0,90.0,2
142.0,-2.0,1
142.0,-1.0,1
142.0,3.0,1
142.0,4.0,1
142.0,5.0,1
142.0,56.0,2
142.0,65.0,2
142.0,68.0,2
142.0,69.0,2
142.0,70.0,2
142.0,74.0,2
142.0,76.0,2
142.0,77.0,2
142.0,83.0,2
142.0,84.0,2
142.0,85.0,2
142.0,86.0,2
142.0,87.0,2
142.0,88.0,2
142.0,89.0,2
142.0,90.0,2
143.0,-68.0,2
143.0,-59.0,2
143.0,-1.0,1
143.0,3.0,1
143.0,4.0,1
143.0,36.0,1
143.0,37.0,1
143.0,42.0,1
143.0,53.0,1
143.0,75.0,2
143.0,76.0,2
143.0,78.0,2
143.0,83.0,2
143.0,84.0,2
143.0,88.0,2
143.0,89.0,2
143.0,90.0,2
144.0,2.0,1
144.0,3.0,1
144.0,4.0,1
144.0,5.0,1
144.0,6.0,1
144.0,7.0,1
144.0,10.0,1
144.0,34.0,1
144.0,35.0,1
144.0,58.0,2
144.0,61.0,2
144.0,69.0,2
144.0,70.0,2
144.0,71.0,2
144.0,76.0,2
144.0,83.0,2
144.0,84.0,2
144.0,86.0,2
144.0,89.0,2
144.0,90.0,2
145.0,-25.0,1
145.0,2.0,1
145.0,3.0,1
145.0,4.0,1
145.0,5.0,1
145.0,6.0,1
145.0,7.0,1
145.0,9.0,1
145.0,40.0,1
145.0,65.0,2
145.0,67.0,2
145.0,69.0,2
145.0,70.0,2
145.0,83.0,2
145.0,84.0,2
145.0,87.0,2
145.0,88.0,2
145.0,89.0,2
145.0,90.0,2
146.0,1.0,1
146.0,2.0,1
146.0,3.0,1
146.0,4.0,1
146.0,5.0,1
146.0,6.0,1
146.0,8.0,1
146.0,17.0,1
146.0,38.0,1
146.0,57.0,2
146.0,66.0,2
146.0,68.0,2
146.0,69.0,2
146.0,70.0,2
146.0,74.0,2
146.0,83.0,2
146.0,84.0,2
146.0,85.0,2
146.0,87.0,2
146.0,88.0,2
146.0,89.0,2
146.0,90.0,2
147.0,1.0,1
147.0,2.0,1
147.0,3.0,1
147.0,4.0,1
147.0,5.0,1
147.0,6.0,1
147.0,7.0,1
147.0,8.0,1
147.0,39.0,1
147.0,59.0,2
147.0,67.0,2
147.0,68.0,2
147.0,69.0,2
147.0,71.0,2
147.0,75.0,2
147.0,76.0,2
147.0,84.0,2
147.0,86.0,2
147.0,87.0,2
147.0,88.0,2
147.0,89.0,2
147.0,90.0,2
148.0,3.0,1
148.0,4.0,1
148.0,5.0,1
148.0,6.0,1
148.0,7.0,1
148.0,8.0,1
148.0,54.0,1
148.0,70.0,2
148.0,71.0,2
148.0,83.0,2
148.0,84.0,2
148.0,87.0,2
148.0,88.0,2
148.0,89.0,2
148.0,90.0,2
149.0,2.0,1
149.0,3.0,1
149.0,4.0,1
149.0,5.0,1
149.0,6.0,1
149.0,7.0,1
149.0,8.0,1
149.0,9.0,1
149.0,18.0,1
149.0,49.0,1
149.0,50.0,1
149.0,71.0,2
149.0,73.0,2
149.0,83.0,2
149.0,84.0,2
149.0,88.0,2
149.0,89.0,2
149.0,90.0,2
150.0,4.0,1
150.0,5.0,1
150.0,6.0,1
150.0,7.0,1
150.0,8.0,1
150.0,9.0,1
150.0,35.0,1
150.0,36.0,1
150.0,45.0,1
150.0,49.0,1
150.0,52.0,1
150.0,53.0,1
150.0,60.0,2
150.0,64.0,2
150.0,66.0,2
150.0,73.0,2
150.0,74.0,2
150.0,84.0,2
150.0,88.0,2
150.0,89.0,2
150.0,90.0,2
151.0,-72.0,2
151.0,4.0,1
151.0,5.0,1
151.0,6.0,1
151.0,7.0,1
151.0,8.0,1
151.0,9.0,1
151.0,38.0,1
151.0,49.0,1
151.0,57.0,2
151.0,67.0,2
151.0,69.0,2
151.0,71.0,2
151.0,73.0,2
151.0,83.0,2
151.0,84.0,2
151.0,86.0,2
151.0,88.0,2
151.0,89.0,2
151.0,90.0,2
152.0,-72.0,2
152.0,-71.0,2
152.0,4.0,1
152.0,5.0,1
152.0,6.0,1
152.0,7.0,1
152.0,8.0,1
152.0,9.0,1
152.0,10.0,1
152.0,11.0,1
152.0,38.0,1
152.0,39.0,1
152.0,41.0,1
152.0,46.0,1
152.0,54.0,1
152.0,69.0,2
152.0,70.0,2
152.0,72.0,2
152.0,83.0,2
152.0,84.0,2
152.0,87.0,2
152.0,89.0,2
152.0,90.0,2
153.0,-68.0,2
153.0,3.0,1
153.0,4.0,1
153.0,5.0,1
153.0,6.0,1
153.0,7.0,1
153.0,8.0,1
153.0,10.0,1
153.0,15.0,1
153.0,36.0,1
153.0,41.0,1
153.0,45.0,1
153.0,46.0,1
153.0,48.0,1
153.0,49.0,1
153.0,50.0,1
153.0,53.0,1
153.0,66.0,2
153.0,67.0,2
153.0,78.0,2
153.0,84.0,2
153.0,89.0,2
153.0,90.0,2
154.0,3.0,1
154.0,4.0,1
154.0,5.0,1
154.0,6.0,1
154.0,7.0,1
154.0,8.0,1
154.0,10.0,1
154.0,11.0,1
154.0,13.0,1
154.0,16.0,1
154.0,17.0,1
154.0,21.0,1
154.0,29.0,1
154.0,38.0,1
154.0,45.0,1
154.0,51.0,1
154.0,53.0,1
154.0,56.0,2
154.0,63.0,2
154.0,64.0,2
154.0,70.0,2
154.0,71.0,2
154.0,72.0,2
154.0,76.0,2
154.0,78.0,2
154.0,80.0,2
154.0,84.0,2
154.0,88.0,2
154.0,90.0,2
155.0,-70.0,2
155.0,3.0,1
155.0,4.0,1
155.0,5.0,1
155.0,6.0,1
155.0,7.0,1
155.0,8.0,1
155.0,9.0,1
155.0,10.0,1
155.0,17.0,1
155.0,28.0,1
155.0,40.0,1
155.0,42.0,1
155.0,45.0,1
155.0,51.0,1
155.0,53.0,1
155.0,63.0,2
155.0,70.0,2
155.0,71.0,2
155.0,73.0,2
155.0,75.0,2
155.0,79.0,2
155.0,84.0,2
155.0,86.0,2
155.0,87.0,2
155.0,88.0,2
155.0,90.0,2
156.0,1.0,1
156.0,3.0,1
156.0,4.0,1
156.0,5.0,1
156.0,6.0,1
156.0,7.0,1
156.0,8.0,1
156.0,20.0,1
156.0,39.0,1
156.0,40.0,1
156.0,43.0,1
156.0,45.0,1
156.0,48.0,1
156.0,50.0,1
156.0,51.0,1
156.0,64.0,2
156.0,74.0,2
156.0,75.0,2
156.0,84.0,2
156.0,87.0,2
